thumb,Snagit thumb file
tif,Andor Bio-Imaging Division (ABD) TIFF file
tif,Aldus Tagged Image File Format (TIFF) bitmap image
tiff,Aldus Tagged Image File Format (TIFF) bitmap image
tile,Eclipse image file
tim,Tagged Image file format
tim,Sony PlayStation bitmap image
tip,Taquart Interlace Picture format
tm2,Playstation 2 TIM2 Bitmap file
tn,LG encoded JPG image
tn1,Tiny bitmap image file
tn2,Tiny bitmap image file
tn3,Tiny bitmap image file
tnb,Bitmap file
tnl,Thumbnail image format
tny,TiNY bitmap image
tpic,TrueVision TARGA image file
trif,TRIF Tiled Raster Interchange Format bitmap file
txe,Texture Editor for Atari texture
txs,Atari picture image
u,Subsampled raw YUV bitmap image
udi,CorelDRAW draw script textures bitmap file
ufo,Ulead PhotoImpact object
ufp,Ulead photo project file
ulg,ULG bitmap file
upf,Nokia Phone digital photo
upx,Ulead Photo Express saved image file
urt,Utah Run-Length encoded bitmap image file
uyvy,YUV 16-bit image format
v,Subsampled raw YUV bitmap image
vbc,Visual Business Cards file
vbm,V IDE bitmap file
vbm,Video bitmap file
vclip,VinylMaster clipart file
vda,Truevision Targa bitmap image
vff,Sun TAAC bitmap image
vfl,PrintMaster Gold ClipArt file
vga,Bitmap image
vgr,Ventura Publisher bitmap file
vi,Jovian Logic VI bitmap image
vic,Vicar graphics file
vif,Khoros Visualization bitmap image
viff,Smart Pix image file
viff,Khoros Visualization bitmap image
vit,VITec scanner raster format
vlogo,VinylMaster logo file
vpb,Quantel VPB image format
vpe,Adobe Photoshop Extended vanishing point file
vrphoto,VR Photo picture image file
vst,Vista Truevision Targa bitmap image
vsw,Microsoft Office Visio 2010 web drawing file
vzi,VertiZontal Interlacing picture image
vzn,Windows VZN picture image
wap,Wireless bitmap (level 0) image format
wb2,WebShots picture file
wbm,Wireless Bitmap image file
wbmp,Wireless Bitmap image file
wdp,Windows Media HD Photo picture image
webp,Google image file format
wic,J Wavelet Image Codec image format
wif,Wang image file
wig,Wigmore Artist 64 picture image
win,Truevision Targa bitmap image file
wlm,CompW image format file
wmp,Microsoft Windows Media HD Photo file
wnd,Blazing Paddles window
wnk,Wink screen capture file
wsq,Wavelet-packet Scalar Quantization bitmap file
wvl,Wavelet Bitmap file
x x,Stardent AVS X bitmap image file
x-png,Portable (Public) Network Graphic bitmap file
x10,X Window bitmap dump file
x11,X Window System bitmap image file
xbm,X Windows system bitmap image
xbx,Xbox icon or picture file
xcf,GIMP XCF bitmap image
xim,X11 Xim Toolkit bitmap file
ximg,IDV XML image
xjt,Compressed GIMP image file
xlp,XL-Paint picture image
xos,Xaos Tools bitmap image
xpm,Image file
xpng,Portable (Public) Network Graphic bitmap file
xqd,Seiko microscope image
xqf,Seiko microscope image
xv,Khoros Visualization bitmap image file
xwd,X Window window screen dump or bitmap
xws,Xara Designer Pro graphics
xys,VisiTech microscope image
xyzi,3rdTech scanner file
y,Subsampled RAW YUV bitmap image file
ycc,Kodak bitmap file
ypc,WhyPic picture file
yuv,YUV 16Bits image format
zbm,Zlib compressed bitmap file
zif,Zooming Interface Format file
zvi,Zeiss AxioVision microscope image
zxm,ZX-Paintbrush map image
zxp,ZX-Paintbrush document
